Gene ID,Gene,Colonies,Attemps,Percent,LB_22hr,MOPS_24hr,MOPS_48hr,,,,,,,
ECK2103,yehC,8,8,100.0 ,0.728 ,0.220 ,0.134 ,,,,,,,
ECK2104,yehD,7,8,87.5 ,0.719 ,0.272 ,0.283 ,,,,,,,
ECK2105,yehE,8,8,100.0 ,0.821 ,0.247 ,0.207 ,,,,,,,
ECK2106,mrp,8,8,100.0 ,0.815 ,0.245 ,0.233 ,,,,,,,
ECK2107,metG,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2108,molR,7,8,87.5 ,0.957 ,0.353 ,0.406 ,,,,,,,
ECK2108,molR,8,8,100.0 ,0.711 ,0.283 ,0.313 ,3'_overlap,,,,,,
ECK2108,molR,8,8,100.0 ,0.631 ,0.434 ,0.340 ,,,,,,,
ECK2109,yehI,8,8,100.0 ,0.786 ,0.268 ,0.301 ,,,,,,,
ECK2110,yehK,6,8,75.0 ,0.526 ,0.365 ,0.387 ,,,,,,,
ECK2111,yehL,6,8,75.0 ,0.772 ,0.323 ,0.344 ,,,,,,,
ECK2112,yehM,8,8,100.0 ,0.777 ,0.308 ,0.305 ,,,,,,,
ECK2113,yehP,5,8,62.5 ,0.719 ,0.169 ,0.163 ,5'_overlap,,,,,,
ECK2114,yehQ,5,8,62.5 ,0.720 ,0.270 ,0.267 ,,,,,,,
ECK2115,yehR,6,8,75.0 ,0.765 ,0.370 ,0.313 ,,,,,,,
ECK2116,yehS,8,8,100.0 ,0.767 ,0.373 ,0.499 ,,,,,,,
ECK2117,yehT,8,8,100.0 ,0.796 ,0.289 ,0.369 ,,,,,,,
ECK2118,yehU,8,8,100.0 ,0.929 ,0.397 ,0.467 ,,,,,,,
ECK2119,mlrA,8,8,100.0 ,0.817 ,0.314 ,0.338 ,,,,,,,
ECK2120,yohO,7,8,87.5 ,0.642 ,0.272 ,0.381 ,,,,,,,
ECK2121,yehW,8,8,100.0 ,0.692 ,0.227 ,0.172 ,,,,,,,
ECK2122,yehX,6,8,75.0 ,0.693 ,0.264 ,0.201 ,5'_overlap,,,,,,
ECK2123,yehY,8,8,100.0 ,0.820 ,0.266 ,0.115 ,,,,,,,
ECK2124,yehZ,4,8,50.0 ,0.775 ,0.396 ,0.458 ,,,,,,,
ECK2125,bglX,8,8,100.0 ,0.761 ,0.298 ,0.350 ,,,,,,,
ECK2126,dld,6,8,75.0 ,0.924 ,0.303 ,0.366 ,,,,,,,
ECK2127,pbpG,3,8,37.5 ,0.785 ,0.316 ,0.334 ,,,,,,,
ECK2128,yohC,2,8,25.0 ,0.828 ,0.369 ,0.434 ,,,,,,,
ECK2129,yohD,8,8,100.0 ,0.800 ,0.321 ,0.399 ,,,,,,,
none,none,8,8,100.0 ,0.703 ,0.238 ,0.240 ,,,,,,,
ECK2130,yohF,2,8,25.0 ,0.808 ,0.249 ,0.275 ,,,,,,,
ECK2131,yohG,7,8,87.5 ,0.817 ,0.368 ,0.419 ,,,,,,,
ECK2132,yohH,6,8,75.0 ,0.689 ,0.246 ,0.245 ,,,,,,,
ECK2133,dusC,7,8,87.5 ,0.812 ,0.277 ,0.291 ,,,,,,,
ECK2134,yohJ,5,8,62.5 ,0.719 ,0.206 ,0.194 ,,,,,,,
ECK2135,yohK,7,8,87.5 ,0.766 ,0.225 ,0.252 ,,,,,,,
ECK2136,cdd,8,8,100.0 ,0.752 ,0.380 ,0.436 ,,,,,,,
ECK2137,sanA,8,8,100.0 ,0.812 ,0.308 ,0.329 ,,,,,,,
ECK2138,yeiS,8,8,100.0 ,0.673 ,0.292 ,0.311 ,,,,,,,
ECK2139,yeiT,8,8,100.0 ,0.919 ,0.326 ,0.341 ,,,,,,,
ECK2140,yeiA,8,8,100.0 ,0.728 ,0.284 ,0.285 ,5'_overlap,,,,,,
ECK2141,mglC,7,8,87.5 ,0.790 ,0.318 ,0.313 ,,,,,,,
ECK2142,mglA,8,8,100.0 ,0.691 ,0.413 ,0.617 ,,,,,,,
ECK2143,mglB,8,8,100.0 ,0.480 ,0.275 ,0.222 ,,,,,,,
ECK2144,galS,2,4,50.0 ,0.745 ,0.278 ,0.289 ,,,,,,,
ECK2145,yeiB,8,8,100.0 ,0.773 ,0.208 ,0.135 ,,,,,,,
none,none,2,8,25.0 ,0.081 ,0.000 ,0.000 ,5'_overlap,,,,,,
ECK2146,folE,0,8,0.0 ,N.A.,N.A.,N.A.,3'_overlap,,,,,,
ECK2147,yeiG,8,8,100.0 ,0.808 ,0.350 ,0.362 ,,,,,,,
ECK2148,cirA,4,4,100.0 ,0.784 ,0.250 ,0.149 ,,,,,,,
ECK2149,lysP,8,8,100.0 ,0.676 ,0.370 ,0.378 ,,,,,,,
ECK2150,yeiE,4,4,100.0 ,0.808 ,0.317 ,0.335 ,,,,,,,
ECK2151,yeiH,7,8,87.5 ,0.755 ,0.379 ,0.396 ,,,,,,,
ECK2152,nfo,8,8,100.0 ,0.784 ,0.322 ,0.294 ,,,,,,,
ECK2153,yeiI,8,8,100.0 ,0.771 ,0.288 ,0.334 ,,,,,,,
ECK2154,yeiJ,5,8,62.5 ,0.726 ,0.237 ,0.157 ,,,,,,,
ECK2155,rihB,6,8,75.0 ,0.818 ,0.311 ,0.317 ,,,,,,,
ECK2156,yeiL,4,4,100.0 ,0.751 ,0.324 ,0.334 ,,,,,,,
ECK2157,yeiM,8,8,100.0 ,0.722 ,0.281 ,0.297 ,,,,,,,
ECK2158,yeiN,4,4,100.0 ,0.797 ,0.283 ,0.153 ,5'_overlap,,,,,,
ECK2159,yeiC,7,8,87.5 ,0.773 ,0.288 ,0.306 ,,,,,,,
ECK2160,fruA,8,8,100.0 ,0.813 ,0.315 ,0.323 ,,,,,,,
ECK2161,fruK,6,8,75.0 ,0.794 ,0.309 ,0.286 ,,,,,,,
ECK2162,fruB,7,8,87.5 ,0.762 ,0.287 ,0.283 ,,,,,,,
ECK2163,setB,3,4,75.0 ,0.708 ,0.200 ,0.171 ,,,,,,,
ECK2164,yeiW,8,8,100.0 ,0.817 ,0.330 ,0.388 ,,,,,,,
ECK2165,yeiP,8,8,100.0 ,0.738 ,0.342 ,0.328 ,,,,,,,
ECK2166,yeiQ,8,8,100.0 ,0.757 ,0.279 ,0.279 ,,,,,,,
ECK2167,yeiR,8,8,100.0 ,0.755 ,0.394 ,0.449 ,,,,,,,
ECK2168,yeiU,8,8,100.0 ,0.772 ,0.292 ,0.147 ,,,,,,,
ECK2169,spr,5,8,62.5 ,0.776 ,0.334 ,0.468 ,,,,,,,
ECK2170,rtn,8,8,100.0 ,0.719 ,0.373 ,0.454 ,,,,,,,
ECK2171,yejA,8,8,100.0 ,0.723 ,0.229 ,0.254 ,,,,,,,
ECK2172,yejB,8,8,100.0 ,0.761 ,0.283 ,0.317 ,,,,,,,
ECK2173,yejE,8,8,100.0 ,0.697 ,0.272 ,0.286 ,,,,,,,
ECK2174,yejF,8,8,100.0 ,0.810 ,0.239 ,0.232 ,,,,,,,
ECK2175,yejG,4,4,100.0 ,0.775 ,0.236 ,0.327 ,,,,,,,
ECK2176,bcr,8,8,100.0 ,0.717 ,0.443 ,0.491 ,,,,,,,
ECK2177,rsuA,8,8,100.0 ,0.798 ,0.228 ,0.228 ,,,,,,,
ECK2178,yejH,8,8,100.0 ,0.797 ,0.265 ,0.257 ,,,,,,,
ECK2179,rplY,8,8,100.0 ,0.380 ,0.264 ,0.257 ,,,,,,,
ECK2180,yejK,8,8,100.0 ,0.737 ,0.282 ,0.458 ,,,,,,,
ECK2181,yejL,8,8,100.0 ,0.915 ,0.301 ,0.348 ,,,,,,,
ECK2182,yejM,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2184,yejO,5,8,62.5 ,0.713 ,0.269 ,0.395 ,,,,,,,
ECK0261,insH,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK2185,narP,7,8,87.5 ,0.823 ,0.319 ,0.323 ,,,,,,,
ECK2186,ccmH,8,8,100.0 ,0.758 ,0.382 ,0.357 ,,,,,,,
ECK2187,ccmG,7,8,87.5 ,0.786 ,0.388 ,0.431 ,,,,,,,
ECK2188,ccmF,8,8,100.0 ,0.697 ,0.243 ,0.227 ,,,,,,,
ECK2189,ccmE,8,8,100.0 ,0.824 ,0.313 ,0.333 ,,,,,,,
ECK2190,ccmD,8,8,100.0 ,0.775 ,0.350 ,0.321 ,,,,,,,
ECK2191,ccmC,8,8,100.0 ,0.798 ,0.228 ,0.303 ,,,,,,,
ECK2192,ccmB,7,8,87.5 ,0.833 ,0.248 ,0.321 ,,,,,,,
ECK2193,ccmA,8,8,100.0 ,0.782 ,0.216 ,0.198 ,,,,,,,
ECK2194,napC,8,8,100.0 ,0.810 ,0.357 ,0.386 ,,,,,,,
ECK2195,napB,7,8,87.5 ,0.762 ,0.301 ,0.406 ,,,,,,,
ECK2196,napH,7,8,87.5 ,0.774 ,0.346 ,0.329 ,5'_overlap,,,,,,
ECK2197,napG,6,8,75.0 ,0.740 ,0.318 ,0.376 ,,,,,,,
ECK2198,napA,7,8,87.5 ,0.801 ,0.249 ,0.277 ,,,,,,,
ECK2199,napD,7,8,87.5 ,0.765 ,0.306 ,0.375 ,5'_overlap,,,,,,
ECK2200,napF,7,8,87.5 ,0.805 ,0.353 ,0.361 ,,,,,,,
ECK2201,eco,5,8,62.5 ,0.745 ,0.403 ,0.432 ,,,,,,,
ECK2202,mqo,4,8,50.0 ,0.827 ,0.326 ,0.329 ,,,,,,,
ECK2203,yojI,7,8,87.5 ,0.818 ,0.255 ,0.276 ,,,,,,,
ECK2204,alkB,8,8,100.0 ,0.781 ,0.278 ,0.352 ,,,,,,,
ECK2205,ada,4,4,100.0 ,0.767 ,0.265 ,0.331 ,,,,,,,
ECK2206,yojL,8,8,100.0 ,0.626 ,0.304 ,0.362 ,,,,,,,
ECK2207,ompC,3,4,75.0 ,0.734 ,0.286 ,0.259 ,,,,,,,
ECK2209,rcsD,8,8,100.0 ,0.842 ,0.257 ,0.243 ,,,,,,,
ECK2210,rcsB,5,8,62.5 ,0.829 ,0.268 ,0.336 ,,,,,,,
ECK2211,rcsC,4,4,100.0 ,0.472 ,0.239 ,0.269 ,,,,,,,
none,none,4,4,100.0 ,0.440 ,0.407 ,0.828 ,"3'_overlap, Primer was designed for W3110 sequence.",,,,,,
ECK0358,insD,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK0357,insC,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK2211,rcsC,8,8,100.0 ,0.623 ,0.327 ,NT,"KC-primer redesign, as b2218",,,,,,
ECK2212,atoS,4,8,50.0 ,0.756 ,0.347 ,0.361 ,,,,,,,
ECK2213,atoC,7,8,87.5 ,0.699 ,0.353 ,0.438 ,,,,,,,
ECK2214,atoD,7,8,87.5 ,0.825 ,0.330 ,0.328 ,,,,,,,
ECK2215,atoA,8,8,100.0 ,0.772 ,0.277 ,0.287 ,,,,,,,
ECK2216,atoE,8,8,100.0 ,0.735 ,0.404 ,0.432 ,,,,,,,
ECK2217,atoB,8,8,100.0 ,0.809 ,0.276 ,0.319 ,,,,,,,
ECK2218,yfaP,4,4,100.0 ,0.802 ,0.276 ,0.321 ,,,,,,,
ECK2219,yfaQ,4,4,100.0 ,0.642 ,0.229 ,0.240 ,,,,,,,
ECK2220,yfaS,4,4,100.0 ,0.777 ,0.270 ,0.293 ,,,,,,,
ECK2220,yfaS,4,4,100.0 ,0.851 ,0.327 ,0.386 ,5'_overlap,,,,,,
ECK2221,yfaT,4,4,100.0 ,0.780 ,0.255 ,0.267 ,3'_overlap,,,,,,
ECK2222,yfaA,4,4,100.0 ,0.761 ,0.323 ,0.316 ,,,,,,,
ECK2223,gyrA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2224,ubiG,7,8,87.5 ,0.274 ,0.093 ,0.054 ,,,,,,,
ECK2225,yfaL,8,8,100.0 ,0.814 ,0.327 ,0.366 ,,,,,,,
ECK2226,nrdA,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2227,nrdB,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2228,yfaE,8,8,100.0 ,0.470 ,0.300 ,0.311 ,,,,,,,
ECK2229,inaA,8,8,100.0 ,0.747 ,0.334 ,0.373 ,,,,,,,
ECK2230,yfaH,4,4,100.0 ,0.794 ,0.263 ,0.161 ,,,,,,,
ECK2231,glpQ,5,8,62.5 ,0.764 ,0.327 ,0.329 ,,,,,,,
ECK2232,glpT,7,8,87.5 ,0.834 ,0.304 ,0.342 ,,,,,,,
ECK2233,glpA,8,8,100.0 ,0.739 ,0.273 ,0.284 ,,,,,,,
ECK2234,glpB,4,8,50.0 ,0.781 ,0.282 ,0.276 ,5'_overlap,,,,,,
ECK2235,glpC,7,8,87.5 ,0.806 ,0.398 ,0.383 ,,,,,,,
ECK2236,yfaD,2,4,50.0 ,0.827 ,0.255 ,0.353 ,,,,,,,
ECK2237,ypaA,4,4,100.0 ,0.827 ,0.300 ,0.346 ,,,,,,,
ECK2238,yfaU,4,4,100.0 ,0.856 ,0.290 ,0.358 ,,,,,,,
ECK2239,yfaV,7,8,87.5 ,0.727 ,0.364 ,0.360 ,,,,,,,
ECK2240,yfaW,8,8,100.0 ,0.753 ,0.309 ,0.328 ,,,,,,,
ECK2241,yfaX,7,8,87.5 ,0.730 ,0.213 ,0.325 ,,,,,,,
ECK2242,yfaY,8,8,100.0 ,0.887 ,0.257 ,0.260 ,,,,,,,
ECK2243,yfaZ,8,8,100.0 ,0.779 ,0.234 ,0.311 ,,,,,,,
ECK2244,yfaO,8,8,100.0 ,0.797 ,0.272 ,0.281 ,,,,,,,
ECK2245,ais,8,8,100.0 ,0.756 ,0.270 ,0.288 ,,,,,,,
ECK2246,yfbE,8,8,100.0 ,0.846 ,0.310 ,0.342 ,,,,,,,
ECK2247,yfbF,8,8,100.0 ,0.765 ,0.296 ,0.303 ,,,,,,,
ECK2248,yfbG,8,8,100.0 ,0.706 ,0.299 ,0.306 ,,,,,,,
ECK2249,yfbH,4,4,100.0 ,0.803 ,0.453 ,0.477 ,,,,,,,
ECK2250,arnT,7,8,87.5 ,0.774 ,0.266 ,0.279 ,,,,,,,
ECK2251,yfbW,4,4,100.0 ,0.811 ,0.340 ,0.403 ,,,,,,,
ECK2252,yfbJ,8,8,100.0 ,0.780 ,0.398 ,0.445 ,,,,,,,
ECK2253,pmrD,7,8,87.5 ,0.697 ,0.380 ,0.413 ,,,,,,,
ECK2254,menE,8,8,100.0 ,0.725 ,0.283 ,0.390 ,,,,,,,
ECK2255,menC,7,8,87.5 ,0.449 ,0.294 ,0.388 ,,,,,,,
ECK2256,menB,3,8,37.5 ,0.755 ,0.300 ,0.448 ,,,,,,,
ECK2257,yfbB,8,8,100.0 ,0.778 ,0.292 ,0.341 ,,,,,,,
ECK2258,menD,3,8,37.5 ,0.738 ,0.247 ,0.240 ,,,,,,,
ECK2259,menF,6,8,75.0 ,0.724 ,0.293 ,0.191 ,,,,,,,
ECK2260,elaB,5,8,62.5 ,0.779 ,0.322 ,0.352 ,,,,,,,
ECK2261,elaA,5,8,62.5 ,0.838 ,0.241 ,0.279 ,,,,,,,
ECK2262,elaC,8,8,100.0 ,0.821 ,0.301 ,0.294 ,,,,,,,
ECK2263,elaD,5,8,62.5 ,0.715 ,0.322 ,0.386 ,,,,,,,
ECK2264,yfbK,8,8,100.0 ,0.806 ,0.399 ,0.444 ,,,,,,,
ECK2265,yfbL,8,8,100.0 ,0.731 ,0.233 ,0.238 ,,,,,,,
ECK2266,yfbM,4,4,100.0 ,0.812 ,0.276 ,0.219 ,,,,,,,
ECK2267,yfbN,4,4,100.0 ,0.693 ,0.169 ,0.129 ,,,,,,,
ECK2268,yfbO,4,4,100.0 ,0.778 ,0.185 ,0.178 ,,,,,,,
ECK2269,yfbP,4,4,100.0 ,0.741 ,0.225 ,0.145 ,,,,,,,
ECK2270,nuoN,5,8,62.5 ,0.519 ,0.327 ,0.319 ,,,,,,,
ECK2271,nuoM,4,8,50.0 ,0.590 ,0.169 ,0.167 ,,,,,,,
ECK2272,nuoL,8,8,100.0 ,0.513 ,0.262 ,0.358 ,,,,,,,
ECK2273,nuoK,6,8,75.0 ,0.577 ,0.287 ,0.327 ,,,,,,,
ECK2274,nuoJ,7,8,87.5 ,0.530 ,0.337 ,0.331 ,,,,,,,
ECK2275,nuoI,8,8,100.0 ,0.556 ,0.349 ,0.481 ,,,,,,,
ECK2276,nuoH,6,8,75.0 ,0.567 ,0.236 ,0.256 ,,,,,,,
ECK2277,nuoG,4,8,50.0 ,0.588 ,0.389 ,0.417 ,,,,,,,
ECK2278,nuoF,5,8,62.5 ,0.498 ,0.289 ,0.339 ,,,,,,,
ECK2279,nuoE,6,8,75.0 ,0.395 ,0.250 ,0.260 ,,,,,,,
ECK2280,nuoC,8,8,100.0 ,0.532 ,0.374 ,0.634 ,,,,,,,
ECK2281,nuoB,6,8,75.0 ,0.600 ,0.223 ,0.163 ,,,,,,,
ECK2282,nuoA,5,8,62.5 ,0.561 ,0.297 ,0.297 ,,,,,,,
ECK2283,lrhA,2,4,50.0 ,0.848 ,0.344 ,0.507 ,,,,,,,
ECK0022,insB,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK0023,insA,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK2284,yfbQ,8,8,100.0 ,0.799 ,0.273 ,0.242 ,,,,,,,
ECK2285,yfbR,4,4,100.0 ,0.753 ,0.322 ,0.330 ,,,,,,,
ECK2286,yfbS,8,8,100.0 ,0.757 ,0.336 ,0.321 ,,,,,,,
ECK2287,yfbT,4,8,50.0 ,0.778 ,0.375 ,0.446 ,,,,,,,
ECK2288,yfbU,4,4,100.0 ,0.672 ,0.389 ,0.574 ,,,,,,,
ECK2289,yfbV,8,8,100.0 ,0.790 ,0.330 ,0.374 ,,,,,,,
ECK2290,ackA,6,8,75.0 ,0.816 ,0.586 ,0.672 ,,,,,,,
ECK2291,pta,6,8,75.0 ,0.905 ,0.534 ,0.672 ,,,,,,,
ECK2292,yfcC,8,8,100.0 ,0.877 ,0.269 ,0.312 ,,,,,,,
ECK2293,yfcD,4,4,100.0 ,0.425 ,0.350 ,0.396 ,,,,,,,
ECK2294,yfcE,8,8,100.0 ,0.590 ,0.322 ,0.351 ,,,,,,,
ECK2295,yfcF,8,8,100.0 ,0.733 ,0.400 ,0.524 ,,,,,,,
ECK2296,yfcG,8,8,100.0 ,0.786 ,0.320 ,0.354 ,,,,,,,
ECK2297,folX,8,8,100.0 ,0.780 ,0.337 ,0.358 ,,,,,,,
ECK2298,yfcH,8,8,100.0 ,0.815 ,0.332 ,0.375 ,,,,,,,
ECK2299,yfcI,4,4,100.0 ,0.776 ,0.381 ,0.437 ,,,,,,,
ECK2300,hisP,7,8,87.5 ,0.853 ,0.247 ,0.249 ,,,,,,,
ECK2301,hisM,6,8,75.0 ,0.716 ,0.216 ,0.420 ,,,,,,,
ECK2302,hisQ,8,8,100.0 ,0.805 ,0.377 ,0.463 ,,,,,,,
ECK2303,hisJ,8,8,100.0 ,0.744 ,0.343 ,0.393 ,,,,,,,
ECK2304,argT,5,8,62.5 ,0.782 ,0.366 ,0.416 ,,,,,,,
ECK2305,ubiX,2,8,25.0 ,0.263 ,0.134 ,0.113 ,,,,,,,
ECK2306,purF,8,8,100.0 ,0.566 ,0.004 ,0.015 ,,,,,,,
ECK2307,cvpA,7,8,87.5 ,0.752 ,0.393 ,0.404 ,,,,,,,
ECK2308,dedD,6,8,75.0 ,0.732 ,0.280 ,0.362 ,KN-primer redesign,,,,,,
ECK2309,folC,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2310,accD,0,8,0.0 ,N.A.,N.A.,N.A.,5'_overlap,,,,,,
none,none,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2311,dedA,8,8,100.0 ,0.793 ,0.333 ,0.360 ,,,,,,,
ECK2312,truA,7,8,87.5 ,0.595 ,0.200 ,0.212 ,,,,,,,
ECK2313,usg,6,8,75.0 ,0.629 ,0.359 ,0.441 ,,,,,,,
ECK2314,pdxB,7,8,87.5 ,0.600 ,0.006 ,0.138 ,,,,,,,
ECK2315,flk,8,8,100.0 ,0.749 ,0.339 ,0.393 ,,,,,,,
ECK2316,yfcJ,8,8,100.0 ,0.727 ,0.339 ,0.348 ,,,,,,,
ECK2317,fabB,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2318,trmC,7,8,87.5 ,0.678 ,0.281 ,0.304 ,,,,,,,
ECK2319,yfcL,4,4,100.0 ,0.789 ,0.341 ,0.394 ,,,,,,,
ECK2320,yfcM,4,8,50.0 ,0.897 ,0.337 ,0.389 ,,,,,,,
ECK2321,yfcA,3,8,37.5 ,0.744 ,0.236 ,0.390 ,,,,,,,
ECK2322,mepA,4,4,100.0 ,0.731 ,0.315 ,0.351 ,,,,,,,
ECK2323,aroC,5,8,62.5 ,0.621 ,0.009 ,0.020 ,,,,,,,
ECK2324,prmB,6,8,75.0 ,0.800 ,0.286 ,0.276 ,,,,,,,
ECK2325,yfcN,7,8,87.5 ,0.719 ,0.350 ,0.393 ,,,,,,,
ECK2326,yfcO,4,4,100.0 ,0.790 ,0.362 ,0.408 ,,,,,,,
ECK2327,yfcP,4,4,100.0 ,0.810 ,0.376 ,0.458 ,,,,,,,
ECK2328,yfcQ,2,4,50.0 ,0.775 ,0.280 ,0.320 ,,,,,,,
ECK2329,yfcR,4,4,100.0 ,0.835 ,0.274 ,0.295 ,,,,,,,
ECK2330,yfcS,8,8,100.0 ,0.786 ,0.397 ,0.444 ,,,,,,,
ECK2331,yfcT,8,8,100.0 ,0.835 ,0.270 ,0.255 ,,,,,,,
ECK2332,yfcU,8,8,100.0 ,0.825 ,0.280 ,0.280 ,,,,,,,
ECK2333,yfcV,7,8,87.5 ,0.776 ,0.221 ,0.250 ,,,,,,,
ECK2334,sixA,5,8,62.5 ,0.730 ,0.331 ,0.340 ,,,,,,,
ECK2335,yfcX,8,8,100.0 ,0.742 ,0.230 ,0.292 ,,,,,,,
ECK2336,yfcY,8,8,100.0 ,0.796 ,0.327 ,0.426 ,,,,,,,
ECK2337,yfcZ,8,8,100.0 ,0.753 ,0.344 ,0.401 ,,,,,,,
ECK2338,fadL,4,4,100.0 ,0.781 ,0.338 ,0.234 ,,,,,,,
ECK2339,yfdF,8,8,100.0 ,0.827 ,0.390 ,0.418 ,,,,,,,
ECK2340,vacJ,3,4,75.0 ,0.785 ,0.355 ,0.399 ,,,,,,,
ECK2341,yfdC,3,4,75.0 ,0.720 ,0.357 ,0.313 ,,,,,,,
ECK2343,intS,7,8,87.5 ,0.676 ,0.297 ,0.397 ,,,,,,,
ECK2344,yfdG,8,8,100.0 ,0.745 ,0.296 ,0.379 ,,,,,,,
ECK2345,yfdH,8,8,100.0 ,0.763 ,0.417 ,0.491 ,,,,,,,
ECK2346,yfdI,7,8,87.5 ,0.513 ,0.399 ,0.529 ,,,,,,,
ECK2347,tfaS,8,8,100.0 ,0.763 ,0.235 ,0.263 ,3'_overlap,,,,,,
ECK2348,yfdK,4,4,100.0 ,0.714 ,0.272 ,0.262 ,3'_overlap,,,,,,
ECK2349,yfdL,4,8,50.0 ,0.650 ,0.257 ,0.262 ,,,,,,,
ECK2350,yfdM,4,4,100.0 ,0.722 ,0.235 ,0.297 ,,,,,,,
ECK2351,yfdN,8,8,100.0 ,0.793 ,0.313 ,0.343 ,5'_overlap,,,,,,
none,none,2,8,25.0 ,0.794 ,0.342 ,0.403 ,5'_overlap,,,,,,
ECK2352,yfdO,4,4,100.0 ,0.638 ,0.422 ,0.416 ,,,,,,,
ECK2353,yfdP,4,4,100.0 ,0.745 ,0.198 ,0.251 ,,,,,,,
ECK2354,yfdQ,4,4,100.0 ,0.685 ,0.254 ,0.277 ,,,,,,,
ECK2355,yfdR,3,4,75.0 ,0.556 ,0.267 ,0.315 ,,,,,,,
ECK2356,yfdS,3,4,75.0 ,0.503 ,0.490 ,0.869 ,5'_overlap,,,,,,
ECK2358,ypdJ,8,8,100.0 ,0.686 ,0.236 ,0.296 ,,,,,,,
ECK2359,torI,8,8,100.0 ,0.713 ,0.296 ,0.378 ,,,,,,,
ECK2360,dsdC,4,4,100.0 ,0.804 ,0.342 ,0.423 ,,,,,,,
ECK2361,dsdX,4,8,50.0 ,0.726 ,0.262 ,0.279 ,,,,,,,
ECK2362,dsdA,5,8,62.5 ,0.788 ,0.301 ,0.308 ,,,,,,,
ECK2363,emrY,8,8,100.0 ,0.742 ,0.378 ,0.340 ,,,,,,,
ECK2364,emrK,8,8,100.0 ,0.766 ,0.274 ,0.306 ,,,,,,,
ECK2365,evgA,8,8,100.0 ,0.747 ,0.326 ,0.431 ,,,,,,,
ECK2366,evgS,7,8,87.5 ,0.726 ,0.325 ,0.464 ,,,,,,,
ECK2367,yfdE,7,8,87.5 ,0.739 ,0.381 ,0.428 ,,,,,,,
ECK2368,yfdV,8,8,100.0 ,0.908 ,0.343 ,0.356 ,,,,,,,
ECK2369,oxc,8,8,100.0 ,0.780 ,0.261 ,0.353 ,,,,,,,
ECK2370,frc,7,8,87.5 ,0.749 ,0.275 ,0.344 ,,,,,,,
ECK2371,yfdX,4,4,100.0 ,0.704 ,0.370 ,0.407 ,,,,,,,
ECK2372,ypdI,8,8,100.0 ,0.895 ,0.382 ,0.334 ,,,,,,,
ECK2373,yfdY,4,4,100.0 ,0.820 ,0.253 ,0.175 ,,,,,,,
ECK2374,ddg,5,8,62.5 ,0.724 ,0.203 ,0.311 ,,,,,,,
ECK2375,yfdZ,8,8,100.0 ,0.715 ,0.238 ,0.297 ,,,,,,,
ECK2376,ypdA,8,8,100.0 ,0.491 ,0.307 ,0.327 ,,,,,,,
ECK2377,ypdB,8,8,100.0 ,0.782 ,0.265 ,0.277 ,,,,,,,
ECK2378,ypdC,6,8,75.0 ,0.790 ,0.284 ,0.269 ,,,,,,,
ECK2379,ypdD,8,8,100.0 ,0.872 ,0.437 ,0.627 ,,,,,,,
ECK2380,ypdE,8,8,100.0 ,0.745 ,0.246 ,0.259 ,,,,,,,
ECK2381,ypdF,3,4,75.0 ,0.764 ,0.325 ,0.352 ,,,,,,,
ECK2382,ypdG,8,8,100.0 ,0.772 ,0.295 ,0.156 ,,,,,,,
ECK2383,ypdH,8,8,100.0 ,0.559 ,0.312 ,0.341 ,,,,,,,
ECK2384,glk,7,8,87.5 ,0.906 ,0.425 ,0.551 ,,,,,,,
ECK2385,yfeO,8,8,100.0 ,0.818 ,0.229 ,0.286 ,,,,,,,
ECK2386,ypeC,4,4,100.0 ,0.718 ,0.307 ,0.306 ,,,,,,,
ECK2387,mntH,8,8,100.0 ,0.796 ,0.307 ,0.347 ,,,,,,,
ECK2388,nupC,7,8,87.5 ,0.749 ,0.389 ,0.434 ,,,,,,,
ECK0016,insL,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,not targeted (IS ORF),,,,,,
ECK2389,yfeA,8,8,100.0 ,0.807 ,0.295 ,0.320 ,,,,,,,
ECK2392,yfeC,4,4,100.0 ,0.714 ,0.326 ,0.261 ,,,,,,,
ECK2393,yfeD,4,4,100.0 ,0.726 ,0.221 ,0.395 ,,,,,,,
ECK2394,gltX,0,8,0.0 ,N.A.,N.A.,N.A.,,,,,,,
ECK2399,xapR,2,4,50.0 ,0.724 ,0.328 ,0.419 ,,,,,,,
none,none,5,8,62.5 ,0.770 ,0.368 ,0.531 ,,,,,,,
